Date,Place,Exercise,Reps,Series,Weight,twsr,twsrd,max-twsr,max-twsrd,Week
4/14/2020,home,band side step (15 sec rep) 120 BPM,4,1,2,8,8,12,22,202016
4/14/2020,home,push up,10,2,1,20,25,80,120,202016
4/14/2020,home,push up,5,1,1,5,25,80,120,202016
4/14/2020,home,band chest strech,6,1,1,6,18,30,44,202016
4/14/2020,home,band chest strech,1,1,2,2,18,30,44,202016
4/17/2020,home,training,1,1,1,1,1,1,2,202016
4/17/2020,home,band chest strech,10,2,1,20,20,30,44,202016
4/17/2020,home,band bicep curs,10,1,2,20,20,60,60,202016
4/18/2020,home,training,1,1,1,1,1,1,2,202016
4/18/2020,home,band side step (15 sec rep) 120 BPM,5,1,2,10,22,12,22,202016
4/18/2020,home,supported one arm push up,4,2,1,8,8,18,18,202016
4/18/2020,home,band chest strech,3,2,2,12,28,30,44,202016
4/18/2020,home,band chest strech,2,1,2,4,28,30,44,202016
4/18/2020,home,band super rowing,20,3,2,120,120,120,120,202016
4/18/2020,home,band side step (15 sec rep) 120 BPM,6,1,2,12,22,12,22,202016
4/18/2020,home,bulgarian sit up,10,3,1,30,30,36,36,202016
4/18/2020,home,child's pose,1,1,1,1,1,1,1,202016
4/18/2020,home,band bicep curs,10,1,2,20,36,60,60,202016
4/18/2020,home,band bicep curs,8,1,2,16,36,60,60,202016
4/18/2020,home,lying leg raise,15,1,1,15,25,91,91,202016
4/18/2020,home,lying leg raise,10,1,1,10,25,91,91,202016
4/18/2020,home,band chest strech,3,1,2,6,28,30,44,202016
4/18/2020,home,band chest strech,3,1,2,6,28,30,44,202016
4/20/2020,home,training,1,1,1,1,1,1,2,202017
4/20/2020,home,band side step (15 sec rep) 120 BPM,7,1,1,7,15,12,22,202017
4/20/2020,home,band super rowing,20,3,2,120,120,120,120,202017
4/20/2020,home,band bicep curs,10,2,2,40,50,60,60,202017
4/20/2020,home,band bicep curs,5,1,2,10,50,60,60,202017
4/20/2020,home,band chest strech,5,1,2,10,24,30,44,202017
4/20/2020,home,band chest strech,2,1,2,4,24,30,44,202017
4/20/2020,home,band side step (15 sec rep) 120 BPM,8,1,1,8,15,12,22,202017
4/20/2020,home,lying leg raise,12,1,1,12,31,91,91,202017
4/20/2020,home,lying leg raise,9,1,1,9,31,91,91,202017
4/20/2020,home,lying leg raise,10,1,1,10,31,91,91,202017
4/20/2020,home,band chest strech,5,1,2,10,24,30,44,202017
4/23/2020,home,training,1,1,1,1,1,1,2,202017
4/23/2020,home,band side step (15 sec rep) 120 BPM,8,1,1,8,8,12,22,202017
4/23/2020,home,push up,10,4,1,40,43,80,120,202017
4/23/2020,home,push up,3,1,1,3,43,80,120,202017
4/23/2020,home,lying leg raise,10,5,1,50,50,91,91,202017
4/23/2020,home,band bicep curs,10,3,2,60,60,60,60,202017
4/23/2020,home,band chest strech,5,3,2,30,30,30,44,202017
4/25/2020,home,training,1,1,1,1,1,1,2,202017
4/25/2020,home,band chest strech,5,3,2,30,44,30,44,202017
4/25/2020,home,child's pose,1,1,1,1,1,1,1,202017
4/25/2020,home,cat's back,10,1,1,10,10,10,10,202017
4/25/2020,home,band bicep curs,10,1,2,20,20,60,60,202017
4/25/2020,home,band chest strech,7,1,2,14,44,30,44,202017
4/26/2020,home,training,1,1,1,1,1,1,2,202017
4/26/2020,home,band side step (15 sec rep) 120 BPM,9,1,1,9,9,12,22,202017
4/26/2020,home,push up,10,4,1,40,40,80,120,202017
4/28/2020,home,training,1,1,1,1,1,1,2,202018
4/28/2020,home,band side step (15 sec rep) 120 BPM,4,1,2,8,14,12,22,202018
4/28/2020,home,push up,10,3,1,30,37,80,120,202018
4/28/2020,home,push up,7,1,1,7,37,80,120,202018
4/28/2020,home,band bicep curs,10,5,1,50,50,60,60,202018
4/28/2020,home,lying leg raise,15,2,1,30,37,91,91,202018
4/28/2020,home,lying leg raise,7,1,1,7,37,91,91,202018
4/28/2020,home,band side step (15 sec rep) 120 BPM,6,1,1,6,14,12,22,202018
4/30/2020,home,training,1,1,1,1,1,1,2,202018
4/30/2020,home,cat's back,10,1,1,10,10,10,10,202018
4/30/2020,home,child's pose,1,1,1,1,1,1,1,202018
4/30/2020,home,sitting arm over head stretch LR,4,1,1,4,4,4,4,202018
